x,y
-10578182.6527,3461307.400700003
-10578070.6483,3461414.464599997
-10577951.6277,3461341.357900001
-10578104.8615,3459866.886699997
-10578333.5778,3459883.793399997
-10578326.1598,3459633.7233999968
-10578102.4324,3459663.115000002
-10578148.6971,3459472.842699997
-10578149.5216,3459521.277400002
-10577795.309,3459239.8796000034
-10577745.0994,3459196.0112999976
-10578089.7855,3459137.408399999
-10578253.2589,3459151.977300003
-10577397.8424,3460531.849200003
-10577455.41,3460316.6856999993
-10577270.9286,3460516.7638000026
-10577211.8208,3460403.7117
-10577080.6128,3460420.8440999985
-10577037.5722,3460443.788900003
-10577176.8338,3460337.620099999
-10576728.3484,3460111.5480000004
-10576586.3717,3459842.374499999
-10578879.0819,3461512.7651000023
-10579065.2637,3461473.403099999
-10574622.0,3461582.279600002
-10577147.3067,3458738.157300003
-10577147.6095,3458747.400799997
-10617596.0164,3468472.152800001
-10615761.0992,3492008.089400001
-10615738.205,3492189.029299997
-10615488.1061,3491209.878200002
-10620346.7809,3473737.6327000037
-10608467.3267,3469497.110799998
-10606872.3522,3469100.786899999
-10606974.6265,3469098.9283000007
-10606991.9071,3469142.6972000003
-10607074.5981,3469172.0692000017
-10607387.2207,3469282.909599997
-10608333.5037,3469618.041000001
-10606605.3092,3469065.1105000004
-10606817.8049,3469178.768299997
-10606913.3587,3469184.3025999963
-10608378.4376,3469703.079499997
-10608622.7811,3469786.2946000025
-10606972.884,3469331.1410000026
-10607170.1097,3469362.658500001
-10607182.8143,3469404.080799997
-10608272.3889,3469752.931599997
-10606931.269,3469424.782700002
-10607108.4462,3469486.8260999992
-10607898.7705,3469753.120099999
-10608066.9688,3469833.6875
-10606766.1547,3469475.1366000026
-10607468.3287,3469725.0053000003
-10607952.5284,3469903.3708999977
-10607169.4133,3469737.076399997
-10607735.7321,3469887.200000003
-10607948.914,3469963.0832
-10608003.4032,3470019.7907999977
-10606972.5295,3469752.3989999965
-10607969.1731,3470067.0693999976
-10608220.746,3470156.219800003
-10607041.6259,3469873.997299999
-10607437.2223,3470013.5518999994
-10607758.2752,3470088.570799999
-10608067.3359,3470236.2668000013
-10608311.4301,3470284.408699997
-10607052.1783,3469937.473200001
-10607132.1285,3470002.837200001
-10607726.3536,3470175.938000001
-10607652.9615,3470187.2386000007
-10608366.8991,3470439.9777999967
-10607705.74,3470264.1230000034
-10607415.7092,3468972.1818000004
-10607503.944,3469000.6341999993
-10606896.4529,3468736.2502999976
-10607200.5533,3468802.4223000035
-10607205.8188,3468841.3068000004
-10607453.6581,3468887.2677000016
-10606991.6293,3468672.417800002
-10606948.0726,3468657.533200003
-10607113.5904,3468676.348200001
-10607157.2239,3468691.2004000023
-10607102.2417,3468709.8220999986
-10607391.0709,3468769.726499997
-10607083.7422,3468563.3619000018
-10607342.7498,3468694.2239999995
-10607272.7083,3468313.7690000013
-10607244.1299,3468252.7837999985
-10613086.8807,3476619.8210000023
-10613053.1165,3476749.227600001
-10618810.9808,3501233.4359000027
-10620899.9241,3470044.8209000006
-10612301.001,3472169.5627999976
-10612323.9527,3472078.341300003
-10613770.3576,3470178.108000003
-10613613.8348,3453993.711199999
-10618921.1282,3485400.874300003
-10618391.1507,3470906.8707000017
-10618576.7342,3470952.533
-10618366.3351,3470649.5157999992
-10618694.5283,3470509.339400001
-10618820.4878,3470311.505900003
-10618795.4982,3470158.333499998
-10618818.7304,3469663.806599997
-10619086.2123,3470449.120099999
-10619214.0357,3470100.576700002
-10619255.0458,3470249.341300003
-10619265.8591,3470378.552000001
-10619513.0099,3470257.6762999967
-10577159.3947,3447094.1155999973
-10577140.0416,3447142.922600001
-10576724.0304,3448176.6106999964
-10577253.0503,3447137.8940000013
-10609174.0286,3489918.2589000016
-10609473.1909,3489266.6287999973
-10609377.7869,3489269.115500003
-10609492.7986,3489138.4868
-10608997.3445,3490049.8566000015
-10608764.2729,3490052.720899999
-10609094.4402,3454943.5430999994
-10612678.6064,3476137.9614999965
-10612717.0067,3476476.606200002
-10612714.7402,3476346.1686000004
-10612714.8157,3476363.8598000035
-10612720.6049,3476399.5204000026
-10614957.3706,3476105.175800003
-10615349.8772,3476119.9460000023
-10582509.8087,3492429.4887000024
-10614129.2435,3475156.6033999994
-10632583.1595,3493493.570600003
-10615810.5397,3476087.673100002
-10610382.6649,3470278.1437000036
-10609981.7958,3470234.5398999974
-10610079.4244,3470344.9587000012
-10610063.2765,3470339.6567
-10611796.8587,3470890.1806000024
-10611826.6392,3470806.9055999964
-10611535.9794,3470943.7162000015
-10611399.3578,3470966.3839000016
-10611392.8742,3471045.8047999963
-10612933.6548,3477636.480899997
-10611689.4862,3490468.671599999
-10611688.8037,3490382.6137000024
-10611472.8534,3490042.789099999
-10611928.0857,3477224.646399997
-10611890.0053,3476962.726300001
-10619563.6802,3472100.699000001
-10598599.3253,3466855.691200003
-10598529.2427,3466732.1120000035
-10598362.1081,3466305.5678000003
-10598265.8031,3466412.1116999984
-10598635.7008,3465750.041699998
-10598521.8638,3465891.842299998
-10598060.7356,3465843.3452999964
-10598633.4526,3465692.7541999966
