x,y,gmt,precip_mm
-10647241.7525,3468788.3055000007,1.5,176.27576713102408
-10642610.8617,3468788.3055000007,1.5,177.55925263554218
-10637968.8389,3468788.3055000007,1.5,178.33916133283134
-10633326.8162,3468788.3055000007,1.5,179.82513648343374
-10628695.9253,3468788.3055000007,1.5,180.6117516942771
-10624053.9026,3468788.3055000007,1.5,181.5503812123494
-10619411.8798,3468788.3055000007,1.5,184.18425263554218
-10614780.989,3468788.3055000007,1.5,186.98484563253012
-10610138.9662,3468788.3055000007,1.5,191.18382906626505
-10605496.9435,3468788.3055000007,1.5,191.79821630271084
-10600866.0527,3468788.3055000007,1.5,192.95691359186748
-10596224.0299,3468788.3055000007,1.5,195.58556099397592
-10591582.0071,3468788.3055000007,1.5,192.79591020331324
-10586951.1163,3468788.3055000007,1.5,192.60520990210844
-10582309.0935,3468788.3055000007,1.5,194.47166792168676
-10577667.0708,3468788.3055000007,1.5,195.45364269578315
-10573036.18,3468788.3055000007,1.5,196.07010071536143
-10661156.6889,3474122.2117,1.5,171.24246987951807
-10656525.798,3474122.2117,1.5,173.30720538403614
-10651883.7753,3474122.2117,1.5,173.02407285391567
-10647241.7525,3474122.2117,1.5,175.46063158885542
-10642610.8617,3474122.2117,1.5,176.05176957831324
-10637968.8389,3474122.2117,1.5,177.36528143825302
-10633326.8162,3474122.2117,1.5,179.72277390813252
-10628695.9253,3474122.2117,1.5,179.50291792168676
-10624053.9026,3474122.2117,1.5,181.43855892319277
-10619411.8798,3474122.2117,1.5,182.59633847891567
-10614780.989,3474122.2117,1.5,186.16865116716866
-10610138.9662,3474122.2117,1.5,189.11589326054218
-10605496.9435,3474122.2117,1.5,191.60730421686748
-10600866.0527,3474122.2117,1.5,192.65796780873495
-10596224.0299,3474122.2117,1.5,194.87638836596386
-10591582.0071,3474122.2117,1.5,196.20557228915663
-10586951.1163,3474122.2117,1.5,196.46077277861446
-10582309.0935,3474122.2117,1.5,194.99938817771084
-10577667.0708,3474122.2117,1.5,197.7492234563253
-10573036.18,3474122.2117,1.5,196.9750329442771
-10568394.1572,3474122.2117,1.5,194.01616622740963
-10665798.7116,3479471.1635000035,1.5,167.38890719126505
-10661156.6889,3479471.1635000035,1.5,170.74868222891567
-10656525.798,3479471.1635000035,1.5,168.37681193524097
-10651883.7753,3479471.1635000035,1.5,172.26967243975903
-10647241.7525,3479471.1635000035,1.5,174.15683829066265
-10642610.8617,3479471.1635000035,1.5,175.49315229668676
-10637968.8389,3479471.1635000035,1.5,176.3062170557229
-10633326.8162,3479471.1635000035,1.5,176.61031626506025
-10628695.9253,3479471.1635000035,1.5,178.20253670933735
-10624053.9026,3479471.1635000035,1.5,181.05169898343374
-10619411.8798,3479471.1635000035,1.5,182.28468561746988
-10614780.989,3479471.1635000035,1.5,185.31268825301206
-10610138.9662,3479471.1635000035,1.5,187.80652296686748
